Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2024-08-14,MTD,1428.4599609375,1428.760009765625,1399.02001953125,1402.550048828125,1402.550048828125,115700
2024-08-15,MTD,1422.1500244140625,1435.4100341796875,1418.7900390625,1434.780029296875,1434.780029296875,84200
2024-08-16,MTD,1434.780029296875,1434.780029296875,1403.0999755859375,1417.5799560546875,1417.5799560546875,91800
2024-08-19,MTD,1417.18994140625,1434.8800048828125,1409.6700439453125,1434.7900390625,1434.7900390625,62900
2024-08-20,MTD,1434.7900390625,1447.219970703125,1421.8199462890625,1430.9300537109375,1430.9300537109375,66600
2024-08-21,MTD,1435.9599609375,1438.6199951171875,1427.4100341796875,1431.8299560546875,1431.8299560546875,54500
2024-08-22,MTD,1443.9000244140625,1444.510009765625,1417.7099609375,1423.43994140625,1423.43994140625,116900
2024-08-23,MTD,1440.0799560546875,1446.56005859375,1424.4100341796875,1435.93994140625,1435.93994140625,50100
2024-08-26,MTD,1444.0,1444.0,1413.6700439453125,1422.02001953125,1422.02001953125,50800
2024-08-27,MTD,1422.699951171875,1423.949951171875,1412.8699951171875,1422.5899658203125,1422.5899658203125,44200
2024-08-28,MTD,1422.0,1439.739990234375,1418.4100341796875,1423.1800537109375,1423.1800537109375,77700
2024-08-29,MTD,1431.31005859375,1447.0,1426.93994140625,1431.22998046875,1431.22998046875,64300
2024-08-30,MTD,1445.1099853515625,1445.1099853515625,1410.949951171875,1439.0799560546875,1439.0799560546875,114000
2024-09-03,MTD,1413.1700439453125,1434.550048828125,1388.1400146484375,1398.06005859375,1398.06005859375,98100
2024-09-04,MTD,1391.4200439453125,1401.8599853515625,1381.9599609375,1387.6400146484375,1387.6400146484375,78200
2024-09-05,MTD,1387.6400146484375,1390.1700439453125,1365.5799560546875,1386.510009765625,1386.510009765625,62400
2024-09-06,MTD,1389.43994140625,1399.81005859375,1369.8499755859375,1374.6800537109375,1374.6800537109375,72600
2024-09-09,MTD,1387.030029296875,1397.050048828125,1378.1199951171875,1384.77001953125,1384.77001953125,101300
2024-09-10,MTD,1382.6600341796875,1401.9200439453125,1371.3699951171875,1394.0899658203125,1394.0899658203125,101100
2024-09-11,MTD,1384.5899658203125,1388.9100341796875,1362.760009765625,1388.52001953125,1388.52001953125,84100
2024-09-12,MTD,1381.72998046875,1381.72998046875,1343.0,1373.4000244140625,1373.4000244140625,97200
