Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2024-01-08,WHR,120.9800033569336,122.61000061035156,120.37999725341797,121.94000244140625,121.94000244140625,696500
2024-01-09,WHR,120.7300033569336,121.72000122070312,120.20999908447266,120.87999725341797,120.87999725341797,533200
2024-01-10,WHR,121.05999755859375,121.29000091552734,119.5999984741211,120.63999938964844,120.63999938964844,485400
2024-01-11,WHR,120.0999984741211,120.47000122070312,117.3499984741211,120.36000061035156,120.36000061035156,716400
2024-01-12,WHR,121.19000244140625,121.56999969482422,113.43000030517578,114.16000366210938,114.16000366210938,1603000
2024-01-16,WHR,113.16000366210938,114.0,111.48999786376953,112.62999725341797,112.62999725341797,1547500
2024-01-17,WHR,111.27999877929688,113.20999908447266,111.0999984741211,112.08000183105469,112.08000183105469,712600
2024-01-18,WHR,112.73999786376953,112.91000366210938,111.0,112.38999938964844,112.38999938964844,708200
2024-01-19,WHR,112.33999633789062,113.55999755859375,110.80000305175781,112.62000274658203,112.62000274658203,697600
2024-01-22,WHR,113.16999816894531,115.41999816894531,112.80999755859375,114.25,114.25,874500
2024-01-23,WHR,114.5,114.88999938964844,111.19999694824219,111.55999755859375,111.55999755859375,1037700
2024-01-24,WHR,111.55999755859375,112.47000122070312,109.56999969482422,110.36000061035156,110.36000061035156,1004800
2024-01-25,WHR,110.97000122070312,114.47000122070312,110.76000213623047,114.2699966430664,114.2699966430664,989400
2024-01-26,WHR,115.6500015258789,117.4000015258789,115.19999694824219,115.95999908447266,115.95999908447266,1120200
2024-01-29,WHR,116.62999725341797,118.7699966430664,115.95999908447266,117.79000091552734,117.79000091552734,1630600
2024-01-30,WHR,112.25,113.16000366210938,109.62999725341797,110.01000213623047,110.01000213623047,4092100
2024-01-31,WHR,110.2300033569336,113.94999694824219,109.0999984741211,109.5199966430664,109.5199966430664,2759100
2024-02-01,WHR,110.5,111.86000061035156,109.37000274658203,111.4000015258789,111.4000015258789,1274600
2024-02-02,WHR,110.01000213623047,111.41999816894531,107.80999755859375,110.44000244140625,110.44000244140625,1673900
2024-02-05,WHR,109.13999938964844,109.58999633789062,107.5,108.19999694824219,108.19999694824219,1033500
2024-02-06,WHR,108.0,109.48999786376953,107.75,109.2300033569336,109.2300033569336,735300
2024-02-07,WHR,110.18000030517578,110.31999969482422,107.88999938964844,109.05000305175781,109.05000305175781,866000
2024-02-08,WHR,109.38999938964844,110.56999969482422,109.02999877929688,110.19000244140625,110.19000244140625,910600
2024-02-09,WHR,109.7300033569336,110.43000030517578,108.63999938964844,109.05999755859375,109.05999755859375,687700
2024-02-12,WHR,109.29000091552734,113.25,109.19000244140625,112.12000274658203,112.12000274658203,1645300
2024-02-13,WHR,108.58999633789062,109.36000061035156,105.95999908447266,106.94000244140625,106.94000244140625,1553200
2024-02-14,WHR,108.1500015258789,109.7699966430664,107.12000274658203,108.80999755859375,108.80999755859375,997100
2024-02-15,WHR,109.47000122070312,110.75,109.36000061035156,109.80000305175781,109.80000305175781,660500
2024-02-16,WHR,108.22000122070312,109.63999938964844,107.72000122070312,108.16000366210938,108.16000366210938,748600
2024-02-20,WHR,107.5,110.12000274658203,107.23999786376953,109.4000015258789,109.4000015258789,675000
2024-02-21,WHR,109.48999786376953,110.13999938964844,108.87999725341797,110.01000213623047,110.01000213623047,634200
2024-02-22,WHR,111.0199966430664,112.29000091552734,110.20999908447266,111.47000122070312,111.47000122070312,908900
2024-02-23,WHR,111.5,112.06999969482422,110.55000305175781,110.55999755859375,110.55999755859375,1063500
2024-02-26,WHR,109.62000274658203,110.51000213623047,107.30000305175781,107.3499984741211,107.3499984741211,1535200
